bin_id,latitude,longitude,district,waste_type,capacity_liters,previous_fill_pct,hours_since_collection,day_of_week,is_weekend,temperature,rain_flag,nearby_activity_score,historical_daily_fill_rate,target_fill_pct
TRN-1016,51.171797,71.479055,Downtown,Glass,240,38.92,75,2,0,19.9,0,6.71,8.68,54.97
TRN-1017,51.139295,71.439694,School Zone,General,240,58.57,33,3,0,-10.0,0,5.91,9.47,61.95
TRN-1018,51.219604,71.495277,Industrial,General,1100,47.0,71,2,0,18.9,0,4.87,6.75,49.42
TRN-1019,51.179992,71.436354,Downtown,General,240,25.6,56,2,0,-0.1,0,7.24,12.96,66.18
TRN-1020,51.164799,71.465288,Market,Plastic,120,70.56,84,0,0,8.9,0,7.41,12.59,100.0
TRN-1021,51.15262,71.392773,Business Center,Plastic,120,50.05,8,1,0,15.0,0,9.93,12.92,49.44
TRN-1022,51.130157,71.422699,School Zone,General,240,36.6,88,2,0,-7.6,0,5.33,11.08,82.09
TRN-1023,51.133087,71.4056,Business Center,Plastic,240,43.98,23,5,1,35.0,0,7.7,12.54,55.25
TRN-1024,51.14632,71.48595,Market,Paper,120,67.48,81,2,0,6.1,0,6.72,13.43,100.0
TRN-1025,51.19663,71.473485,Park,General,1100,43.72,37,1,0,21.9,1,5.1,4.67,40.62
TRN-1026,51.194814,71.415581,Residential,Organic,1100,60.4,59,5,1,33.4,0,4.69,6.73,65.26
TRN-1027,51.17226,71.396765,Business Center,General,240,24.69,33,2,0,17.8,0,8.7,12.4,52.94
TRN-1028,51.192202,71.402171,Residential,General,660,16.64,81,6,1,-2.0,0,5.38,5.39,41.82
TRN-1029,51.12458,71.433705,School Zone,Glass,660,66.49,70,0,0,15.3,0,8.59,9.08,64.56
TRN-1030,51.201429,71.438341,Residential,Organic,1100,70.0,32,0,0,-9.9,0,4.93,7.37,56.8
TRN-1031,51.202814,71.520057,Park,General,240,56.26,13,6,1,9.7,0,3.04,8.1,46.49
TRN-1032,51.138661,71.425192,School Zone,Organic,660,8.57,92,0,0,35.0,0,7.36,9.44,65.29
TRN-1033,51.138398,71.484549,Market,Plastic,120,24.57,94,0,0,-4.3,0,8.52,13.15,93.14
TRN-1034,51.158585,71.418869,Business Center,General,120,67.82,17,4,0,3.3,0,5.8,12.31,55.72
TRN-1035,51.188009,71.424374,Residential,Organic,1100,25.43,31,2,0,35.0,0,4.24,5.92,33.76
TRN-1036,51.194452,71.486186,Park,Organic,240,55.98,23,3,0,11.7,0,3.99,9.12,53.63
TRN-1037,51.192567,71.43694,Residential,General,240,73.49,22,2,0,2.4,0,7.11,10.89,62.84
TRN-1038,51.219903,71.402445,Residential,Paper,240,5.09,16,2,0,19.1,0,6.18,7.49,18.74
TRN-1039,51.158604,71.430932,Market,General,1100,25.38,71,3,0,7.9,0,8.42,8.72,70.11
TRN-1040,51.176086,71.421048,Downtown,General,240,28.03,75,1,0,-10.0,1,7.92,11.24,74.91
TRN-1041,51.16415,71.429405,Downtown,Glass,120,35.82,59,1,0,-3.7,0,5.16,8.01,41.66
TRN-1042,51.190244,71.496682,Park,Plastic,660,28.47,42,1,0,35.0,0,4.18,3.51,22.33
TRN-1043,51.173827,71.478708,Park,Paper,240,33.48,95,0,0,18.3,0,5.24,9.51,59.12
TRN-1044,51.187266,71.507816,Park,Paper,240,63.65,71,3,0,33.0,1,4.98,6.12,60.22
TRN-1045,51.173718,71.431442,Downtown,Plastic,660,64.86,6,3,0,0.6,0,6.81,8.03,47.28
TRN-1046,51.194687,71.442442,Residential,General,1100,57.3,49,0,0,13.3,0,5.36,5.85,60.89
TRN-1047,51.206544,71.405326,Residential,Glass,660,47.02,17,3,0,11.8,0,5.77,4.23,46.13
TRN-1048,51.136729,71.425573,School Zone,Paper,120,57.58,39,5,1,6.9,0,7.09,9.87,71.37
TRN-1049,51.20902,71.478447,Industrial,Paper,240,86.89,38,0,0,16.7,0,4.85,6.6,58.36
TRN-1050,51.192624,71.439938,Residential,Plastic,660,71.72,87,2,0,-0.5,0,5.75,8.97,76.73
TRN-1051,51.188589,71.482551,Park,General,240,70.18,79,6,1,29.7,0,5.36,8.38,78.0
TRN-1052,51.170805,71.482372,Downtown,General,660,86.14,42,2,0,20.1,0,9.28,10.2,80.95
TRN-1053,51.199489,71.435509,Residential,General,240,71.33,75,0,0,11.7,0,6.31,7.97,81.9
TRN-1054,51.163418,71.445209,Downtown,General,1100,59.11,60,3,0,15.7,0,9.32,11.27,83.67
TRN-1055,51.199526,71.407488,Residential,Paper,240,20.49,54,2,0,10.1,0,4.66,7.45,38.33
TRN-1056,51.137363,71.442421,School Zone,Organic,1100,15.17,83,1,0,-8.4,0,5.35,6.63,51.22
TRN-1057,51.149396,71.409101,Business Center,General,240,34.88,60,0,0,1.1,0,7.65,10.28,65.55
TRN-1058,51.206487,71.406733,Residential,General,660,63.83,21,6,1,11.7,0,5.15,7.82,49.73
TRN-1059,51.162354,71.475193,Market,Paper,120,60.4,38,5,1,9.4,0,10.0,12.24,83.79
TRN-1060,51.137749,71.398978,School Zone,General,240,36.46,39,4,0,22.4,0,5.86,12.24,63.51
TRN-1061,51.153664,71.414674,Business Center,Glass,240,18.8,82,0,0,21.3,0,7.71,9.59,50.07
TRN-1062,51.209853,71.492618,Park,General,120,23.69,14,6,1,6.7,1,5.25,8.68,26.25
TRN-1063,51.210662,71.400963,Residential,General,240,64.74,46,3,0,1.6,0,5.51,7.29,50.31
TRN-1064,51.191132,71.502411,Park,General,120,25.42,53,3,0,23.8,0,4.61,8.06,44.93
TRN-1065,51.190523,71.433578,Residential,Glass,1100,43.76,92,6,1,16.5,0,5.79,4.67,55.6
TRN-1066,51.164733,71.413221,Business Center,General,660,21.96,76,3,0,5.9,0,8.99,10.85,76.95
TRN-1067,51.196113,71.404306,Residential,Paper,660,41.19,26,1,0,-0.8,1,7.09,5.11,35.57
TRN-1068,51.157154,71.438578,School Zone,General,240,26.49,6,1,0,5.2,1,7.14,10.09,38.89
TRN-1069,51.172806,71.442907,Downtown,General,240,60.68,13,6,1,19.1,0,6.5,10.47,58.92
TRN-1070,51.199779,71.421571,Residential,Organic,240,45.64,6,3,0,35.0,1,7.09,10.55,35.34
TRN-1071,51.218399,71.515115,Industrial,General,240,23.66,39,4,0,11.2,0,2.71,3.74,24.05
TRN-1072,51.184575,71.462101,Park,General,660,61.38,72,4,0,3.2,1,6.77,9.31,64.25
TRN-1073,51.152243,71.447892,Market,Plastic,660,11.42,64,1,0,35.0,1,10.0,12.55,62.24
TRN-1074,51.154163,71.401462,Business Center,Organic,120,71.5,69,2,0,9.2,0,9.44,12.56,100.0
TRN-1075,51.219317,71.533839,Industrial,General,120,49.79,51,6,1,3.7,0,4.65,10.42,58.75
TRN-1076,51.179954,71.453213,Residential,General,120,43.51,39,1,0,8.7,0,3.08,8.25,47.61
TRN-1077,51.149069,71.479317,Market,Glass,240,50.89,80,6,1,8.1,0,7.66,9.34,72.13
TRN-1078,51.137252,71.489053,Market,Paper,120,22.75,35,1,0,30.5,0,9.14,13.19,46.0
TRN-1079,51.192815,71.483178,Park,Organic,240,36.72,57,2,0,-7.8,0,4.06,8.18,34.63
TRN-1080,51.180026,71.420207,Residential,Organic,120,25.38,28,0,0,21.7,1,5.05,9.41,40.62
TRN-1081,51.207858,71.415556,Residential,Paper,120,17.87,36,4,0,13.9,1,6.07,7.18,29.01
TRN-1082,51.169142,71.426093,Business Center,Plastic,660,13.37,6,2,0,6.8,0,7.61,8.72,17.45
TRN-1083,51.150989,71.433027,Business Center,General,1100,20.15,59,3,0,9.6,0,6.46,7.68,42.62
TRN-1084,51.214853,71.504846,Industrial,Paper,120,32.73,50,4,0,10.7,0,4.87,7.69,33.91
TRN-1085,51.15839,71.41014,Business Center,Paper,240,51.48,31,4,0,15.1,0,8.37,12.65,58.85
TRN-1086,51.113099,71.426317,School Zone,Glass,240,39.87,60,6,1,8.1,0,6.83,7.71,47.92
TRN-1087,51.125761,71.453495,School Zone,Plastic,660,66.58,13,3,0,13.1,0,7.88,9.18,50.84
TRN-1088,51.155261,71.441879,School Zone,General,240,56.55,84,1,0,3.9,1,7.2,10.42,97.76
TRN-1089,51.149015,71.45898,Market,Plastic,660,57.4,4,4,0,35.0,1,10.0,12.37,44.27
TRN-1090,51.144824,71.50324,Market,Paper,660,18.6,53,0,0,27.1,0,8.97,9.73,50.69
TRN-1091,51.192478,71.383766,Residential,Plastic,1100,69.53,26,5,1,20.4,0,6.86,5.53,57.64
TRN-1092,51.202702,71.506608,Park,Organic,120,54.32,15,2,0,8.2,0,2.74,7.42,32.39
TRN-1093,51.215992,71.434675,Residential,Paper,120,16.22,17,5,1,24.7,0,5.91,6.38,23.52
TRN-1094,51.211415,71.419894,Residential,General,240,37.56,30,1,0,17.9,0,4.96,9.23,46.13
TRN-1095,51.171637,71.484518,Park,Plastic,240,64.01,61,2,0,15.5,0,3.86,6.38,53.01
TRN-1096,51.205616,71.417071,Residential,Paper,120,9.57,76,4,0,7.1,0,6.67,12.13,49.69
TRN-1097,51.197592,71.404638,Residential,Organic,1100,54.03,90,4,0,17.6,0,6.38,5.66,62.54
TRN-1098,51.204383,71.531672,Industrial,Plastic,660,43.11,60,0,0,35.0,0,1.69,3.6,36.85
TRN-1099,51.233143,71.50406,Industrial,Plastic,1100,54.37,48,0,0,15.0,0,4.69,5.72,47.97
TRN-1100,51.172215,71.434387,Downtown,Plastic,1100,51.53,75,6,1,10.6,1,8.05,8.52,80.02
TRN-1101,51.175826,71.475495,Downtown,Plastic,240,11.77,78,3,0,15.3,1,6.6,11.46,70.83
TRN-1102,51.184108,71.426058,Residential,General,1100,72.91,40,5,1,14.6,0,4.48,4.93,54.51
TRN-1103,51.21979,71.512014,Industrial,Organic,660,47.5,41,0,0,6.9,0,2.15,3.32,38.19
TRN-1104,51.230828,71.53464,Industrial,Organic,240,55.21,7,3,0,4.4,0,3.53,9.86,36.52
TRN-1105,51.167065,71.459198,Downtown,Plastic,660,12.49,2,4,0,24.3,0,7.2,9.49,15.33
TRN-1106,51.140242,71.419618,School Zone,Plastic,1100,33.8,86,6,1,29.7,0,7.98,7.71,62.16
TRN-1107,51.172108,71.459172,Downtown,General,660,17.41,84,4,0,35.0,0,7.7,10.78,82.02
TRN-1108,51.201569,71.405882,Residential,Paper,660,75.19,34,4,0,20.0,0,4.23,4.34,56.15
TRN-1109,51.152764,71.402261,Business Center,Plastic,240,67.03,91,2,0,15.5,1,8.06,10.67,100.0
TRN-1110,51.190976,71.423803,Residential,Paper,1100,24.86,9,6,1,25.7,0,5.12,3.86,19.2
TRN-1111,51.173581,71.463793,Downtown,General,240,55.65,92,2,0,2.2,1,6.37,11.19,90.66
TRN-1112,51.142824,71.465438,Market,Paper,660,12.93,57,1,0,22.4,1,7.05,7.4,33.57
TRN-1113,51.207946,71.481633,Park,General,660,26.49,51,5,1,27.5,0,5.49,7.75,40.38
TRN-1114,51.157701,71.406473,Business Center,Paper,240,62.71,72,6,1,27.3,0,8.29,12.3,96.2
TRN-1115,51.16873,71.426677,Business Center,Paper,120,7.29,22,5,1,35.0,0,8.41,12.78,30.42
TRN-1116,51.180532,71.449499,Downtown,General,660,36.39,46,1,0,6.2,0,6.6,9.74,56.92
TRN-1117,51.160676,71.477978,Downtown,Plastic,240,40.31,23,5,1,7.6,0,7.59,10.99,53.49
TRN-1118,51.222963,71.49725,Industrial,Organic,240,66.06,59,2,0,11.2,0,2.39,5.53,56.67
TRN-1119,51.213638,71.411066,Residential,Paper,120,22.84,40,1,0,-0.5,0,4.31,8.05,33.24
TRN-1120,51.171507,71.431274,Business Center,General,660,85.16,41,6,1,21.0,1,7.84,9.93,82.35
TRN-1121,51.183185,71.492826,Park,Plastic,120,43.81,72,6,1,22.8,0,5.09,5.52,56.39
TRN-1122,51.177222,71.488324,Downtown,General,240,15.65,79,2,0,21.3,1,5.61,9.83,63.12
TRN-1123,51.206977,71.525588,Industrial,Paper,1100,2.32,83,0,0,15.9,0,2.74,4.24,10.06
TRN-1124,51.169573,71.43048,Downtown,Paper,240,57.62,76,1,0,27.1,0,7.0,8.63,76.74
TRN-1125,51.1502,71.474137,Market,General,1100,38.32,18,3,0,21.5,1,9.85,8.11,33.16
TRN-1126,51.140811,71.478783,Market,Paper,240,9.97,70,0,0,6.2,0,7.91,11.05,63.12
TRN-1127,51.160978,71.477673,Market,Paper,120,54.54,69,1,0,-10.0,1,8.95,9.77,78.08
TRN-1128,51.133982,71.426873,School Zone,Organic,660,29.48,2,1,0,9.7,0,7.37,10.52,29.99
TRN-1129,51.192355,71.48736,Park,General,240,55.96,19,6,1,14.5,0,4.53,8.52,61.5
TRN-1130,51.168498,71.413179,Business Center,General,1100,20.52,50,2,0,14.6,0,8.09,9.28,55.16
TRN-1131,51.143373,71.400665,Business Center,Plastic,240,43.13,30,2,0,11.7,0,6.32,10.53,44.25
TRN-1132,51.15306,71.490962,Market,General,1100,45.0,76,2,0,7.0,0,8.08,7.48,75.34
TRN-1133,51.182378,71.47572,Downtown,Plastic,240,45.43,74,0,0,3.0,0,8.98,10.04,78.4
TRN-1134,51.140706,71.44055,School Zone,General,1100,47.59,24,3,0,0.6,0,8.76,8.95,48.09
TRN-1135,51.142855,71.415548,Business Center,General,120,44.18,2,6,1,19.7,0,8.73,13.94,37.43
TRN-1136,51.188647,71.418162,Residential,Paper,660,44.88,25,5,1,28.1,1,6.61,5.87,48.56
TRN-1137,51.181698,71.478653,Market,General,120,25.51,87,1,0,-2.3,0,6.79,11.33,96.19
TRN-1138,51.142762,71.480217,Market,Paper,660,14.46,87,0,0,13.2,0,7.76,9.42,63.17
TRN-1139,51.164229,71.434689,Downtown,General,240,12.44,49,5,1,24.3,0,7.06,11.53,54.47
TRN-1140,51.160431,71.445102,School Zone,Plastic,240,66.38,81,5,1,11.5,0,9.76,12.87,100.0
TRN-1141,51.202855,71.413223,Residential,Plastic,660,20.06,55,6,1,23.3,1,5.06,7.41,31.65
TRN-1142,51.136292,71.452237,School Zone,Organic,240,18.19,95,4,0,28.0,0,7.92,11.76,88.13
TRN-1143,51.217466,71.457858,Industrial,Organic,660,96.87,15,3,0,19.1,0,4.32,7.13,66.36
TRN-1144,51.238609,71.506846,Industrial,General,660,50.28,48,5,1,7.6,0,4.29,5.34,44.88
TRN-1145,51.202834,71.4354,Residential,Paper,120,74.31,18,4,0,31.1,0,5.37,7.72,56.18
TRN-1146,51.204054,71.430304,Residential,General,660,44.28,12,5,1,10.5,0,4.08,7.62,36.05
TRN-1147,51.135163,71.410653,School Zone,Paper,240,7.78,15,1,0,10.5,0,4.13,9.36,16.96
TRN-1148,51.217202,71.525574,Industrial,General,660,3.96,1,6,1,20.7,0,5.31,7.5,12.4
TRN-1149,51.144922,71.46318,Market,Plastic,240,65.92,91,0,0,10.1,0,8.12,11.71,100.0
TRN-1150,51.16961,71.402241,Business Center,General,240,15.4,68,0,0,11.1,1,5.75,10.97,64.61
TRN-1151,51.165294,71.443503,Downtown,Organic,660,31.65,48,4,0,9.1,0,7.88,9.07,59.77
TRN-1152,51.21375,71.480495,Industrial,Plastic,1100,36.28,79,4,0,11.7,0,4.36,5.4,41.37
TRN-1153,51.164007,71.452556,Downtown,Paper,1100,60.64,55,3,0,16.6,1,8.24,6.76,70.13
TRN-1154,51.171632,71.46647,Downtown,General,660,41.97,42,6,1,-10.0,0,8.63,7.93,62.86
TRN-1155,51.169794,71.496787,Market,General,120,21.73,47,6,1,12.7,1,7.79,12.85,56.66
TRN-1156,51.178547,71.446869,Downtown,General,240,23.42,41,5,1,-8.9,0,6.44,10.0,49.14
TRN-1157,51.163169,71.449368,Downtown,Organic,120,8.75,39,1,0,8.7,0,7.05,8.94,39.34
TRN-1158,51.175256,71.461429,Downtown,Organic,660,78.08,81,0,0,18.4,1,8.3,9.65,100.0
TRN-1159,51.157631,71.472282,Market,General,120,41.35,94,0,0,9.7,1,6.49,13.6,100.0
TRN-1160,51.147269,71.448013,School Zone,Organic,1100,5.54,18,4,0,23.1,0,7.24,8.07,28.92
TRN-1161,51.178202,71.44862,Downtown,Plastic,120,52.93,71,4,0,18.5,0,8.43,12.19,86.61
TRN-1162,51.184062,71.471236,Park,General,120,33.11,7,5,1,-10.0,0,5.78,10.54,36.83
TRN-1163,51.207588,71.507956,Industrial,Plastic,1100,83.19,77,0,0,29.6,0,4.68,3.8,71.65
TRN-1164,51.174598,71.427882,Downtown,General,240,60.22,93,1,0,17.2,1,8.57,10.82,100.0
TRN-1165,51.16436,71.452749,Downtown,General,120,24.71,70,2,0,6.6,0,4.38,11.03,68.3
TRN-1166,51.205403,71.510609,Industrial,Paper,660,50.16,53,4,0,7.9,1,5.67,6.33,48.21
TRN-1167,51.211326,71.493249,Industrial,General,1100,23.56,92,0,0,-10.0,0,4.26,3.01,39.92
TRN-1168,51.151932,71.479984,Market,Organic,240,59.49,75,5,1,16.8,0,10.0,14.06,100.0
TRN-1169,51.205915,71.500461,Industrial,Paper,240,49.6,76,0,0,22.5,0,2.61,5.82,29.8
TRN-1170,51.174077,71.437669,Downtown,Organic,240,19.47,92,3,0,5.2,0,5.47,11.08,85.67
TRN-1171,51.182822,71.396051,Residential,Paper,660,71.75,53,6,1,2.2,0,7.37,8.5,73.21
TRN-1172,51.135219,71.409324,School Zone,Organic,240,34.62,78,1,0,15.8,1,6.08,10.04,78.34
TRN-1173,51.195923,71.444074,Residential,General,660,18.19,87,4,0,29.5,0,5.06,5.44,46.97
TRN-1174,51.125614,71.424861,School Zone,Plastic,240,33.92,45,3,0,28.2,1,7.68,9.5,52.45
TRN-1175,51.172723,71.480222,Market,Plastic,1100,6.27,70,5,1,24.8,0,9.65,9.91,52.78
TRN-1176,51.135723,71.426747,School Zone,Organic,660,42.29,63,4,0,35.0,0,8.29,11.39,83.73
TRN-1177,51.155694,71.499537,Market,General,660,21.93,96,5,1,26.0,1,9.05,11.1,86.26
TRN-1178,51.194091,71.407736,Residential,Plastic,240,38.9,61,2,0,29.0,0,4.24,9.29,48.64
TRN-1179,51.185612,71.420646,Residential,Organic,240,21.41,70,1,0,15.1,0,6.18,9.25,59.63
TRN-1180,51.185343,71.412143,Residential,General,240,52.73,89,4,0,9.5,0,6.19,8.64,73.72
TRN-1181,51.130313,71.445212,School Zone,Organic,240,17.37,2,6,1,28.8,0,5.1,8.62,16.51
TRN-1182,51.164316,71.455054,Downtown,General,120,35.41,14,3,0,1.2,0,8.96,12.87,43.61
TRN-1183,51.153359,71.451073,Downtown,General,120,86.23,32,5,1,19.5,0,4.66,11.87,82.66
TRN-1184,51.157368,71.442715,Downtown,Paper,240,47.14,67,6,1,6.1,0,8.54,12.35,81.66
TRN-1185,51.191512,71.463083,Downtown,Plastic,120,27.47,43,4,0,18.4,0,6.7,12.03,49.09
TRN-1186,51.213116,71.552084,Industrial,General,240,17.59,83,5,1,17.5,0,4.68,7.73,40.26
TRN-1187,51.190248,71.436578,Residential,General,240,31.38,8,3,0,16.1,0,5.96,11.04,24.47
TRN-1188,51.142073,71.405441,Business Center,General,660,65.2,35,5,1,13.8,0,7.76,8.86,69.0
TRN-1189,51.155922,71.452959,Downtown,Organic,240,61.24,15,2,0,20.9,0,7.9,13.51,58.39
TRN-1190,51.19296,71.479485,Park,Organic,660,86.37,68,3,0,23.0,0,4.7,6.98,66.51
TRN-1191,51.162321,71.465594,Market,Plastic,120,23.87,26,0,0,-4.2,1,9.59,13.52,45.28
TRN-1192,51.202669,71.431408,Residential,General,1100,18.17,24,1,0,13.4,0,7.8,5.38,22.37
TRN-1193,51.199568,71.492874,Industrial,Plastic,240,53.12,59,4,0,8.6,0,2.42,5.75,43.75
TRN-1194,51.157939,71.418552,Business Center,Organic,240,15.34,9,5,1,16.5,0,4.29,11.73,23.3
TRN-1195,51.228612,71.500862,Industrial,Organic,660,65.88,90,0,0,8.6,0,3.44,2.86,50.64
TRN-1196,51.196235,71.406011,Residential,General,240,73.38,3,0,0,30.6,0,4.87,9.48,55.21
TRN-1197,51.2027,71.414643,Residential,General,240,33.16,33,0,0,13.1,0,4.98,5.85,34.61
TRN-1198,51.18966,71.482692,Park,Organic,240,35.08,51,3,0,26.8,1,3.78,5.82,37.12
TRN-1199,51.204916,71.410644,Residential,Organic,1100,41.98,1,2,0,1.6,0,6.36,6.28,28.69
TRN-1200,51.131678,71.435576,School Zone,General,1100,45.5,5,0,0,10.4,1,5.58,8.44,41.25
TRN-1201,51.162143,71.475045,Park,Organic,240,54.77,95,5,1,6.0,1,5.3,8.2,77.2
TRN-1202,51.139887,71.492149,Market,General,1100,20.62,57,3,0,19.1,1,9.5,9.85,56.23
TRN-1203,51.209991,71.495689,Industrial,General,120,64.78,3,0,0,-1.4,0,4.25,6.14,35.51
TRN-1204,51.138914,71.420169,School Zone,Organic,240,69.53,37,4,0,-8.2,0,7.64,11.47,79.13
TRN-1205,51.165374,71.450557,Downtown,Plastic,240,33.69,32,6,1,5.9,0,8.44,11.16,48.14
TRN-1206,51.16518,71.442662,Downtown,Plastic,240,46.09,1,2,0,21.3,0,7.46,12.64,25.14
TRN-1207,51.182298,71.466793,Park,Organic,1100,55.63,55,6,1,3.5,0,4.42,4.14,52.92
TRN-1208,51.152006,71.478699,Market,Organic,1100,76.83,22,2,0,17.5,0,9.34,8.54,74.71
TRN-1209,51.185118,71.430499,Residential,General,1100,48.3,63,0,0,5.6,1,6.06,7.43,57.96
TRN-1210,51.20704,71.43372,Residential,Paper,660,12.04,71,0,0,-8.8,1,6.38,6.78,37.09
TRN-1211,51.142399,71.438656,School Zone,Organic,240,87.71,41,0,0,25.1,0,5.22,10.51,82.83
TRN-1212,51.23625,71.499577,Industrial,Plastic,660,29.42,37,2,0,22.4,1,3.7,5.55,28.52
TRN-1213,51.181943,71.461089,Park,Glass,120,21.55,62,2,0,13.5,0,3.63,4.74,34.03
TRN-1214,51.216957,71.445632,Residential,Paper,1100,43.72,70,3,0,14.6,1,6.02,3.14,49.82
TRN-1215,51.190154,71.40819,Residential,General,120,44.96,38,3,0,11.3,0,6.2,10.97,51.28
TRN-1216,51.14816,71.492464,Market,General,660,18.27,79,6,1,0.6,0,8.5,11.13,78.24
TRN-1217,51.186527,71.389601,Residential,Organic,660,19.6,28,0,0,31.0,0,4.6,5.51,29.19
TRN-1218,51.214075,71.488786,Park,Glass,120,61.77,77,6,1,12.7,0,5.46,7.44,57.74
TRN-1219,51.143944,71.426023,School Zone,General,120,65.1,36,1,0,18.7,0,6.95,14.01,84.51
TRN-1220,51.174058,71.426387,Downtown,General,240,13.86,65,6,1,7.5,0,8.97,13.85,68.61
TRN-1221,51.160991,71.450677,Downtown,Organic,240,11.14,96,0,0,19.8,0,9.35,15.38,100.0
TRN-1222,51.176691,71.414562,Residential,General,1100,52.23,72,0,0,28.9,0,6.5,4.9,59.01
TRN-1223,51.153758,71.40456,Business Center,General,120,24.52,31,0,0,16.2,0,8.06,13.01,47.48
TRN-1224,51.186889,71.469162,Park,Organic,240,17.03,55,2,0,18.7,0,6.81,9.62,41.71
TRN-1225,51.15118,71.451271,Downtown,Organic,240,50.48,20,6,1,25.4,0,7.66,11.82,59.62
TRN-1226,51.154399,71.388471,Business Center,Organic,120,30.85,45,3,0,23.2,1,7.27,12.17,70.11
TRN-1227,51.152025,71.469676,Market,Paper,240,25.66,60,1,0,27.6,1,8.06,7.82,42.14
TRN-1228,51.14679,71.441747,Market,General,1100,35.58,6,4,0,18.2,0,8.03,10.51,33.24
TRN-1229,51.164228,71.390604,Business Center,Organic,660,41.69,39,3,0,18.2,0,7.79,8.3,49.69
TRN-1230,51.170033,71.436976,Downtown,General,1100,30.66,94,4,0,17.1,0,7.91,9.02,80.4
TRN-1231,51.195513,71.436384,Residential,General,240,41.11,96,5,1,25.2,0,3.84,7.98,71.29
TRN-1232,51.197716,71.501051,Park,Organic,240,60.18,81,5,1,8.4,0,4.31,7.78,82.6
TRN-1233,51.202704,71.425042,Residential,Paper,120,82.87,69,1,0,20.9,0,5.63,7.99,74.82
TRN-1234,51.121589,71.424337,School Zone,Organic,240,50.2,65,3,0,35.0,0,7.81,12.04,88.88
TRN-1235,51.197151,71.437455,Residential,General,120,53.27,52,4,0,18.7,0,5.37,10.0,62.88
TRN-1236,51.164338,71.453073,Downtown,Glass,120,44.13,62,3,0,-1.6,0,7.67,10.34,60.93
TRN-1237,51.201658,71.436465,Residential,Paper,660,60.19,23,6,1,10.2,1,4.04,5.64,48.36
TRN-1238,51.150063,71.486517,Market,Paper,120,49.16,56,6,1,22.1,0,7.8,10.29,65.64
TRN-1239,51.152351,71.42489,Downtown,Organic,660,17.67,54,5,1,5.3,0,7.33,8.32,60.66
TRN-1240,51.146567,71.46089,Downtown,Plastic,660,73.57,10,1,0,1.3,0,7.96,10.53,57.57
TRN-1241,51.221137,71.517552,Industrial,Paper,660,21.04,28,3,0,-3.9,0,4.15,4.74,18.71
TRN-1242,51.192626,71.410647,Residential,Paper,240,32.63,31,5,1,11.3,1,4.47,6.02,31.45
TRN-1243,51.19819,71.440755,Residential,Organic,660,63.77,66,1,0,35.0,1,5.14,6.45,69.01
TRN-1244,51.186338,71.461007,Downtown,Organic,240,72.4,33,4,0,7.1,1,9.06,12.62,76.45
TRN-1245,51.20271,71.439131,Residential,Paper,120,41.96,21,1,0,25.4,0,6.0,6.9,39.27
TRN-1246,51.196842,71.413236,Residential,General,240,39.64,77,0,0,10.4,1,5.22,8.68,63.15
TRN-1247,51.19111,71.469419,Park,General,120,42.12,49,1,0,9.0,0,3.67,9.17,52.32
TRN-1248,51.19765,71.402339,Residential,Glass,240,23.69,59,6,1,20.7,0,4.62,6.03,25.42
TRN-1249,51.16765,71.417255,Business Center,Glass,660,19.41,33,6,1,-5.9,0,7.81,5.74,27.66
TRN-1250,51.171696,71.384661,Business Center,Glass,660,46.88,39,5,1,35.0,0,8.1,9.07,53.67
TRN-1251,51.188417,71.425513,Downtown,General,240,13.56,56,1,0,21.0,0,8.02,13.23,64.45
TRN-1252,51.157417,71.439788,Downtown,Plastic,120,24.02,32,5,1,27.7,1,7.83,12.76,55.84
TRN-1253,51.182477,71.452484,Downtown,Organic,120,27.48,92,1,0,10.6,0,6.99,12.22,100.0
TRN-1254,51.189962,71.472211,Park,Organic,1100,25.89,82,0,0,20.5,0,4.24,7.74,51.91
TRN-1255,51.155641,71.466089,Downtown,General,240,64.28,93,1,0,26.1,0,9.65,13.68,100.0
TRN-1256,51.222386,71.524387,Industrial,Paper,240,51.35,76,0,0,12.8,0,3.29,9.13,61.3
TRN-1257,51.143368,71.389468,School Zone,General,120,16.77,9,4,0,2.6,0,5.68,12.52,21.45
TRN-1258,51.201954,71.511073,Industrial,Plastic,660,33.66,79,4,0,1.7,0,2.1,5.58,29.14
TRN-1259,51.147703,71.465717,Market,General,240,34.64,24,0,0,8.5,0,8.41,12.36,52.75
TRN-1260,51.146368,71.423314,Business Center,General,120,7.71,38,0,0,17.0,0,8.83,12.0,32.4
TRN-1261,51.173962,71.456618,Downtown,General,240,52.74,41,3,0,11.9,0,6.77,11.35,60.53
TRN-1262,51.193064,71.421744,Residential,Organic,660,59.42,47,0,0,7.6,0,7.03,8.14,65.91
TRN-1263,51.186022,71.417153,Residential,Organic,240,57.14,77,5,1,22.8,0,5.39,8.37,76.03
TRN-1264,51.132121,71.385578,Business Center,Glass,1100,70.04,56,2,0,8.0,0,9.02,7.1,64.97
TRN-1265,51.189177,71.519727,Park,Plastic,1100,38.13,52,2,0,6.2,0,3.97,4.16,38.88
TRN-1266,51.196393,71.485446,Industrial,Plastic,240,14.53,19,0,0,26.2,0,3.08,4.94,20.66
TRN-1267,51.171568,71.475641,Downtown,General,1100,41.03,77,4,0,21.2,0,7.5,8.5,71.28
